link,word
./data/macroset/en/clips/recycling/common_voice_en_675897.opus,recycling
./data/macroset/en/clips/recycling/common_voice_en_525347.opus,recycling
./data/macroset/en/clips/recycling/common_voice_en_487906.opus,recycling
./data/macroset/en/clips/recycling/common_voice_en_556887.opus,recycling
./data/macroset/en/clips/recycling/common_voice_en_667422.opus,recycling
./data/macroset/en/clips/tolerable/common_voice_en_214118.opus,tolerable
./data/macroset/en/clips/tolerable/common_voice_en_636910.opus,tolerable
./data/macroset/en/clips/tolerable/common_voice_en_197500.opus,tolerable
./data/macroset/en/clips/tolerable/common_voice_en_484893.opus,tolerable
./data/macroset/en/clips/tolerable/common_voice_en_556723.opus,tolerable
./data/macroset/en/clips/abandons/common_voice_en_620232.opus,abandons
./data/macroset/en/clips/abandons/common_voice_en_34845.opus,abandons
./data/macroset/en/clips/abandons/common_voice_en_575909.opus,abandons
./data/macroset/en/clips/abandons/common_voice_en_520424.opus,abandons
./data/macroset/en/clips/abandons/common_voice_en_552501.opus,abandons
./data/macroset/en/clips/makes/common_voice_en_19699184.opus,makes
./data/macroset/en/clips/makes/common_voice_en_21981670.opus,makes
./data/macroset/en/clips/makes/common_voice_en_17385007.opus,makes
./data/macroset/en/clips/makes/common_voice_en_564854.opus,makes
./data/macroset/en/clips/makes/common_voice_en_20125988.opus,makes
./data/macroset/en/clips/solve/common_voice_en_624824.opus,solve
./data/macroset/en/clips/solve/common_voice_en_73430.opus,solve
./data/macroset/en/clips/solve/common_voice_en_164161.opus,solve
./data/macroset/en/clips/solve/common_voice_en_97298.opus,solve
./data/macroset/en/clips/solve/common_voice_en_566566.opus,solve
./data/macroset/en/clips/slain/common_voice_en_652400.opus,slain
./data/macroset/en/clips/slain/common_voice_en_204847.opus,slain
./data/macroset/en/clips/slain/common_voice_en_18974628.opus,slain
./data/macroset/en/clips/slain/common_voice_en_535130.opus,slain
./data/macroset/en/clips/slain/common_voice_en_578144.opus,slain
./data/macroset/en/clips/muscles/common_voice_en_19947202.opus,muscles
./data/macroset/en/clips/muscles/common_voice_en_95973.opus,muscles
./data/macroset/en/clips/muscles/common_voice_en_481747.opus,muscles
./data/macroset/en/clips/muscles/common_voice_en_22303911.opus,muscles
./data/macroset/en/clips/muscles/common_voice_en_20339484.opus,muscles
./data/macroset/en/clips/trio/common_voice_en_18990211.opus,trio
./data/macroset/en/clips/trio/common_voice_en_20267808.opus,trio
./data/macroset/en/clips/trio/common_voice_en_18884239.opus,trio
./data/macroset/en/clips/trio/common_voice_en_575744.opus,trio
./data/macroset/en/clips/trio/common_voice_en_20857199.opus,trio
./data/macroset/en/clips/historic/common_voice_en_20179100.opus,historic
./data/macroset/en/clips/historic/common_voice_en_19956078.opus,historic
./data/macroset/en/clips/historic/common_voice_en_20759615.opus,historic
./data/macroset/en/clips/historic/common_voice_en_21908114.opus,historic
./data/macroset/en/clips/historic/common_voice_en_22126559.opus,historic
./data/macroset/en/clips/mercenary/common_voice_en_480073.opus,mercenary
./data/macroset/en/clips/mercenary/common_voice_en_17387876.opus,mercenary
./data/macroset/en/clips/mercenary/common_voice_en_488872.opus,mercenary
./data/macroset/en/clips/mercenary/common_voice_en_17993669.opus,mercenary
./data/macroset/en/clips/mercenary/common_voice_en_19723733.opus,mercenary
./data/macroset/en/clips/anyone/common_voice_en_548217.opus,anyone
./data/macroset/en/clips/anyone/common_voice_en_530501.opus,anyone
./data/macroset/en/clips/anyone/common_voice_en_193680.opus,anyone
./data/macroset/en/clips/anyone/common_voice_en_17393040.opus,anyone
./data/macroset/en/clips/anyone/common_voice_en_688000.opus,anyone
./data/macroset/en/clips/afternoon/common_voice_en_18915.opus,afternoon
./data/macroset/en/clips/afternoon/common_voice_en_18549917.opus,afternoon
./data/macroset/en/clips/afternoon/common_voice_en_17716606.opus,afternoon
./data/macroset/en/clips/afternoon/common_voice_en_21768313.opus,afternoon
./data/macroset/en/clips/afternoon/common_voice_en_612541.opus,afternoon
./data/macroset/en/clips/tips/common_voice_en_18795728.opus,tips
./data/macroset/en/clips/tips/common_voice_en_18148265.opus,tips
./data/macroset/en/clips/tips/common_voice_en_22099712.opus,tips
./data/macroset/en/clips/tips/common_voice_en_383289.opus,tips
./data/macroset/en/clips/tips/common_voice_en_6923139.opus,tips
./data/macroset/en/clips/calibration/common_voice_en_484262.opus,calibration
./data/macroset/en/clips/calibration/common_voice_en_654238.opus,calibration
./data/macroset/en/clips/calibration/common_voice_en_650309.opus,calibration
./data/macroset/en/clips/calibration/common_voice_en_16666306.opus,calibration
./data/macroset/en/clips/calibration/common_voice_en_97301.opus,calibration
./data/macroset/en/clips/inquiry/common_voice_en_22229454.opus,inquiry
./data/macroset/en/clips/inquiry/common_voice_en_21367792.opus,inquiry
./data/macroset/en/clips/inquiry/common_voice_en_20004787.opus,inquiry
./data/macroset/en/clips/inquiry/common_voice_en_19813607.opus,inquiry
./data/macroset/en/clips/inquiry/common_voice_en_21681049.opus,inquiry
./data/macroset/en/clips/novel/common_voice_en_20546681.opus,novel
./data/macroset/en/clips/novel/common_voice_en_19649758.opus,novel
./data/macroset/en/clips/novel/common_voice_en_21831916.opus,novel
./data/macroset/en/clips/novel/common_voice_en_19467572.opus,novel
./data/macroset/en/clips/novel/common_voice_en_20067877.opus,novel
./data/macroset/en/clips/fuse/common_voice_en_19547960.opus,fuse
./data/macroset/en/clips/fuse/common_voice_en_472637.opus,fuse
./data/macroset/en/clips/fuse/common_voice_en_28980.opus,fuse
./data/macroset/en/clips/fuse/common_voice_en_17801245.opus,fuse
./data/macroset/en/clips/fuse/common_voice_en_22327941.opus,fuse
./data/macroset/en/clips/jacob/common_voice_en_22068665.opus,jacob
./data/macroset/en/clips/jacob/common_voice_en_20228518.opus,jacob
./data/macroset/en/clips/jacob/common_voice_en_22318633.opus,jacob
./data/macroset/en/clips/jacob/common_voice_en_20779248.opus,jacob
./data/macroset/en/clips/jacob/common_voice_en_22226036.opus,jacob
./data/macroset/en/clips/radical/common_voice_en_18780192.opus,radical
./data/macroset/en/clips/radical/common_voice_en_513888.opus,radical
./data/macroset/en/clips/radical/common_voice_en_30519.opus,radical
./data/macroset/en/clips/radical/common_voice_en_47120.opus,radical
./data/macroset/en/clips/radical/common_voice_en_18029598.opus,radical
./data/macroset/en/clips/haste/common_voice_en_37763.opus,haste
./data/macroset/en/clips/haste/common_voice_en_17280438.opus,haste
./data/macroset/en/clips/haste/common_voice_en_17875212.opus,haste
./data/macroset/en/clips/haste/common_voice_en_684384.opus,haste
