link,word
./data/macroset/en/clips/reaches/common_voice_en_22256611.opus,reaches
./data/macroset/en/clips/reaches/common_voice_en_19313504.opus,reaches
./data/macroset/en/clips/reaches/common_voice_en_17271501.opus,reaches
./data/macroset/en/clips/reaches/common_voice_en_19161520.opus,reaches
./data/macroset/en/clips/reaches/common_voice_en_17257110.opus,reaches
./data/macroset/en/clips/substantial/common_voice_en_20858350.opus,substantial
./data/macroset/en/clips/substantial/common_voice_en_21592636.opus,substantial
./data/macroset/en/clips/substantial/common_voice_en_210619.opus,substantial
./data/macroset/en/clips/substantial/common_voice_en_20502399.opus,substantial
./data/macroset/en/clips/substantial/common_voice_en_17863768.opus,substantial
./data/macroset/en/clips/withdrew/common_voice_en_19606250.opus,withdrew
./data/macroset/en/clips/withdrew/common_voice_en_32582.opus,withdrew
./data/macroset/en/clips/withdrew/common_voice_en_35469.opus,withdrew
./data/macroset/en/clips/withdrew/common_voice_en_567486.opus,withdrew
./data/macroset/en/clips/withdrew/common_voice_en_18950882.opus,withdrew
./data/macroset/en/clips/upright/common_voice_en_501313.opus,upright
./data/macroset/en/clips/upright/common_voice_en_20927246.opus,upright
./data/macroset/en/clips/upright/common_voice_en_18130792.opus,upright
./data/macroset/en/clips/upright/common_voice_en_22433994.opus,upright
./data/macroset/en/clips/upright/common_voice_en_20865831.opus,upright
./data/macroset/en/clips/accidental/common_voice_en_19026065.opus,accidental
./data/macroset/en/clips/accidental/common_voice_en_18545604.opus,accidental
./data/macroset/en/clips/accidental/common_voice_en_19947367.opus,accidental
./data/macroset/en/clips/accidental/common_voice_en_19350248.opus,accidental
./data/macroset/en/clips/accidental/common_voice_en_20322677.opus,accidental
./data/macroset/en/clips/learned/common_voice_en_491420.opus,learned
./data/macroset/en/clips/learned/common_voice_en_21797292.opus,learned
./data/macroset/en/clips/learned/common_voice_en_87576.opus,learned
./data/macroset/en/clips/learned/common_voice_en_499229.opus,learned
./data/macroset/en/clips/learned/common_voice_en_19478655.opus,learned
./data/macroset/en/clips/debra/common_voice_en_485403.opus,debra
./data/macroset/en/clips/debra/common_voice_en_82585.opus,debra
./data/macroset/en/clips/debra/common_voice_en_19650172.opus,debra
./data/macroset/en/clips/debra/common_voice_en_578697.opus,debra
./data/macroset/en/clips/debra/common_voice_en_8314.opus,debra
./data/macroset/en/clips/transforms/common_voice_en_67817.opus,transforms
./data/macroset/en/clips/transforms/common_voice_en_185913.opus,transforms
./data/macroset/en/clips/transforms/common_voice_en_61144.opus,transforms
./data/macroset/en/clips/transforms/common_voice_en_692891.opus,transforms
./data/macroset/en/clips/transforms/common_voice_en_666977.opus,transforms
./data/macroset/en/clips/protecting/common_voice_en_19966808.opus,protecting
./data/macroset/en/clips/protecting/common_voice_en_20242164.opus,protecting
./data/macroset/en/clips/protecting/common_voice_en_19439629.opus,protecting
./data/macroset/en/clips/protecting/common_voice_en_19655186.opus,protecting
./data/macroset/en/clips/protecting/common_voice_en_18869752.opus,protecting
./data/macroset/en/clips/sebastian/common_voice_en_19704155.opus,sebastian
./data/macroset/en/clips/sebastian/common_voice_en_19249150.opus,sebastian
./data/macroset/en/clips/sebastian/common_voice_en_20278009.opus,sebastian
./data/macroset/en/clips/sebastian/common_voice_en_20903766.opus,sebastian
./data/macroset/en/clips/sebastian/common_voice_en_19648961.opus,sebastian
./data/macroset/en/clips/citizenship/common_voice_en_19762497.opus,citizenship
./data/macroset/en/clips/citizenship/common_voice_en_20228932.opus,citizenship
./data/macroset/en/clips/citizenship/common_voice_en_19726539.opus,citizenship
./data/macroset/en/clips/citizenship/common_voice_en_22293743.opus,citizenship
./data/macroset/en/clips/citizenship/common_voice_en_20963908.opus,citizenship
./data/macroset/en/clips/nuremberg/common_voice_en_46114.opus,nuremberg
./data/macroset/en/clips/nuremberg/common_voice_en_518041.opus,nuremberg
./data/macroset/en/clips/nuremberg/common_voice_en_544710.opus,nuremberg
./data/macroset/en/clips/nuremberg/common_voice_en_19836361.opus,nuremberg
./data/macroset/en/clips/nuremberg/common_voice_en_326316.opus,nuremberg
./data/macroset/en/clips/symmetric/common_voice_en_591783.opus,symmetric
./data/macroset/en/clips/symmetric/common_voice_en_2322888.opus,symmetric
./data/macroset/en/clips/symmetric/common_voice_en_580341.opus,symmetric
./data/macroset/en/clips/symmetric/common_voice_en_159939.opus,symmetric
./data/macroset/en/clips/symmetric/common_voice_en_21773431__2.opus,symmetric
./data/macroset/en/clips/hinted/common_voice_en_488045.opus,hinted
./data/macroset/en/clips/hinted/common_voice_en_576651.opus,hinted
./data/macroset/en/clips/hinted/common_voice_en_699964.opus,hinted
./data/macroset/en/clips/hinted/common_voice_en_21508351.opus,hinted
./data/macroset/en/clips/hinted/common_voice_en_689825.opus,hinted
./data/macroset/en/clips/snowed/common_voice_en_386190.opus,snowed
./data/macroset/en/clips/snowed/common_voice_en_19744136.opus,snowed
./data/macroset/en/clips/snowed/common_voice_en_17450529.opus,snowed
./data/macroset/en/clips/snowed/common_voice_en_15735322.opus,snowed
./data/macroset/en/clips/snowed/common_voice_en_18138526.opus,snowed
./data/macroset/en/clips/flames/common_voice_en_17965343.opus,flames
./data/macroset/en/clips/flames/common_voice_en_19868593.opus,flames
./data/macroset/en/clips/flames/common_voice_en_17296644.opus,flames
./data/macroset/en/clips/flames/common_voice_en_19734826.opus,flames
./data/macroset/en/clips/flames/common_voice_en_19637835.opus,flames
./data/macroset/en/clips/he’s/common_voice_en_21868944.opus,he’s
./data/macroset/en/clips/he’s/common_voice_en_18570004.opus,he’s
./data/macroset/en/clips/he’s/common_voice_en_18456386.opus,he’s
./data/macroset/en/clips/he’s/common_voice_en_20876145.opus,he’s
./data/macroset/en/clips/he’s/common_voice_en_19715024.opus,he’s
./data/macroset/en/clips/deployed/common_voice_en_19766400.opus,deployed
./data/macroset/en/clips/deployed/common_voice_en_19980748.opus,deployed
./data/macroset/en/clips/deployed/common_voice_en_22045758.opus,deployed
./data/macroset/en/clips/deployed/common_voice_en_20219983.opus,deployed
./data/macroset/en/clips/deployed/common_voice_en_20442370.opus,deployed
./data/macroset/en/clips/menu/common_voice_en_699655.opus,menu
./data/macroset/en/clips/menu/common_voice_en_216463.opus,menu
./data/macroset/en/clips/menu/common_voice_en_15734389.opus,menu
./data/macroset/en/clips/menu/common_voice_en_521196.opus,menu
./data/macroset/en/clips/menu/common_voice_en_19561503.opus,menu
./data/macroset/en/clips/workers/common_voice_en_19747936.opus,workers
./data/macroset/en/clips/workers/common_voice_en_18644809.opus,workers
./data/macroset/en/clips/workers/common_voice_en_18880377.opus,workers
./data/macroset/en/clips/workers/common_voice_en_19468343.opus,workers
./data/macroset/en/clips/workers/common_voice_en_22185532.opus,workers
./data/macroset/en/clips/bundle/common_voice_en_19414203.opus,bundle
./data/macroset/en/clips/bundle/common_voice_en_21778509__2.opus,bundle
./data/macroset/en/clips/bundle/common_voice_en_690750.opus,bundle
./data/macroset/en/clips/bundle/common_voice_en_681873.opus,bundle
./data/macroset/en/clips/bundle/common_voice_en_45182.opus,bundle
./data/macroset/en/clips/disappointment/common_voice_en_19732860.opus,disappointment
./data/macroset/en/clips/disappointment/common_voice_en_19148839.opus,disappointment
./data/macroset/en/clips/disappointment/common_voice_en_19795903.opus,disappointment
./data/macroset/en/clips/disappointment/common_voice_en_20989038.opus,disappointment
./data/macroset/en/clips/disappointment/common_voice_en_19805233.opus,disappointment
./data/macroset/en/clips/environments/common_voice_en_22263624.opus,environments
./data/macroset/en/clips/environments/common_voice_en_22183159.opus,environments
./data/macroset/en/clips/environments/common_voice_en_19417058.opus,environments
./data/macroset/en/clips/environments/common_voice_en_20257480.opus,environments
./data/macroset/en/clips/environments/common_voice_en_20257480__2.opus,environments
./data/macroset/en/clips/doing/common_voice_en_91861.opus,doing
./data/macroset/en/clips/doing/common_voice_en_556069.opus,doing
./data/macroset/en/clips/doing/common_voice_en_17887954.opus,doing
./data/macroset/en/clips/doing/common_voice_en_17505539.opus,doing
./data/macroset/en/clips/doing/common_voice_en_615638.opus,doing
./data/macroset/en/clips/definitions/common_voice_en_19418595.opus,definitions
./data/macroset/en/clips/definitions/common_voice_en_21003954.opus,definitions
./data/macroset/en/clips/definitions/common_voice_en_19711187.opus,definitions
./data/macroset/en/clips/definitions/common_voice_en_20660689.opus,definitions
./data/macroset/en/clips/definitions/common_voice_en_20490356.opus,definitions
./data/macroset/en/clips/customs/common_voice_en_21879813.opus,customs
./data/macroset/en/clips/customs/common_voice_en_19106797.opus,customs
./data/macroset/en/clips/customs/common_voice_en_614464.opus,customs
./data/macroset/en/clips/customs/common_voice_en_20659016.opus,customs
./data/macroset/en/clips/customs/common_voice_en_599299.opus,customs
./data/macroset/en/clips/employ/common_voice_en_21627006.opus,employ
./data/macroset/en/clips/employ/common_voice_en_21469900.opus,employ
./data/macroset/en/clips/employ/common_voice_en_20465364.opus,employ
./data/macroset/en/clips/employ/common_voice_en_20754763.opus,employ
./data/macroset/en/clips/employ/common_voice_en_21341704.opus,employ
./data/macroset/en/clips/community/common_voice_en_20391445.opus,community
./data/macroset/en/clips/community/common_voice_en_20179379.opus,community
./data/macroset/en/clips/community/common_voice_en_95709.opus,community
./data/macroset/en/clips/community/common_voice_en_21599689.opus,community
./data/macroset/en/clips/community/common_voice_en_20771173.opus,community
./data/macroset/en/clips/hub/common_voice_en_21518289.opus,hub
./data/macroset/en/clips/hub/common_voice_en_529486.opus,hub
./data/macroset/en/clips/hub/common_voice_en_19651930.opus,hub
./data/macroset/en/clips/hub/common_voice_en_21484519.opus,hub
./data/macroset/en/clips/hub/common_voice_en_20005579.opus,hub
./data/macroset/en/clips/canadian/common_voice_en_22118284.opus,canadian
./data/macroset/en/clips/canadian/common_voice_en_20210462.opus,canadian
./data/macroset/en/clips/canadian/common_voice_en_18673276.opus,canadian
./data/macroset/en/clips/canadian/common_voice_en_22157796.opus,canadian
./data/macroset/en/clips/canadian/common_voice_en_21605982.opus,canadian
./data/macroset/en/clips/joins/common_voice_en_20763352.opus,joins
./data/macroset/en/clips/joins/common_voice_en_20352123.opus,joins
./data/macroset/en/clips/joins/common_voice_en_18977354.opus,joins
./data/macroset/en/clips/joins/common_voice_en_20737633.opus,joins
./data/macroset/en/clips/joins/common_voice_en_20306997.opus,joins
./data/macroset/en/clips/around/common_voice_en_634140.opus,around
./data/macroset/en/clips/around/common_voice_en_18869866.opus,around
./data/macroset/en/clips/around/common_voice_en_17979308.opus,around
./data/macroset/en/clips/around/common_voice_en_17412060.opus,around
./data/macroset/en/clips/around/common_voice_en_17418040.opus,around
./data/macroset/en/clips/lions/common_voice_en_19513233.opus,lions
./data/macroset/en/clips/lions/common_voice_en_240015.opus,lions
./data/macroset/en/clips/lions/common_voice_en_570852.opus,lions
./data/macroset/en/clips/lions/common_voice_en_591655.opus,lions
./data/macroset/en/clips/lions/common_voice_en_18078858.opus,lions
./data/macroset/en/clips/tucked/common_voice_en_17267055.opus,tucked
./data/macroset/en/clips/tucked/common_voice_en_683561.opus,tucked
