link,word
./data/macroset/en/clips/describes/common_voice_en_21827266.opus,describes
./data/macroset/en/clips/describes/common_voice_en_21698546.opus,describes
./data/macroset/en/clips/describes/common_voice_en_21397312.opus,describes
./data/macroset/en/clips/describes/common_voice_en_21528774.opus,describes
./data/macroset/en/clips/describes/common_voice_en_18931990.opus,describes
./data/macroset/en/clips/paw/common_voice_en_18354330.opus,paw
./data/macroset/en/clips/paw/common_voice_en_17880847.opus,paw
./data/macroset/en/clips/paw/common_voice_en_524015.opus,paw
./data/macroset/en/clips/paw/common_voice_en_20423861.opus,paw
./data/macroset/en/clips/paw/common_voice_en_19841750.opus,paw
./data/macroset/en/clips/corporation/common_voice_en_20939382.opus,corporation
./data/macroset/en/clips/corporation/common_voice_en_19996839.opus,corporation
./data/macroset/en/clips/corporation/common_voice_en_19130801.opus,corporation
./data/macroset/en/clips/corporation/common_voice_en_18994501.opus,corporation
./data/macroset/en/clips/corporation/common_voice_en_22134537.opus,corporation
./data/macroset/en/clips/membrane/common_voice_en_20457253.opus,membrane
./data/macroset/en/clips/membrane/common_voice_en_20397563.opus,membrane
./data/macroset/en/clips/membrane/common_voice_en_21355161.opus,membrane
./data/macroset/en/clips/membrane/common_voice_en_20391541.opus,membrane
./data/macroset/en/clips/membrane/common_voice_en_20247230.opus,membrane
./data/macroset/en/clips/overturned/common_voice_en_56965.opus,overturned
./data/macroset/en/clips/overturned/common_voice_en_487647.opus,overturned
./data/macroset/en/clips/overturned/common_voice_en_479546.opus,overturned
./data/macroset/en/clips/overturned/common_voice_en_561881.opus,overturned
./data/macroset/en/clips/overturned/common_voice_en_553498.opus,overturned
./data/macroset/en/clips/cairum/common_voice_en_187003.opus,cairum
./data/macroset/en/clips/cairum/common_voice_en_206837.opus,cairum
./data/macroset/en/clips/cairum/common_voice_en_687087.opus,cairum
./data/macroset/en/clips/cairum/common_voice_en_195828.opus,cairum
./data/macroset/en/clips/cairum/common_voice_en_675039.opus,cairum
./data/macroset/en/clips/taxes/common_voice_en_571164.opus,taxes
./data/macroset/en/clips/taxes/common_voice_en_488053.opus,taxes
./data/macroset/en/clips/taxes/common_voice_en_22365705.opus,taxes
./data/macroset/en/clips/taxes/common_voice_en_20783135.opus,taxes
./data/macroset/en/clips/taxes/common_voice_en_19697488.opus,taxes
./data/macroset/en/clips/missions/common_voice_en_21338199.opus,missions
./data/macroset/en/clips/missions/common_voice_en_19742055.opus,missions
./data/macroset/en/clips/missions/common_voice_en_18686583.opus,missions
./data/macroset/en/clips/missions/common_voice_en_19893157.opus,missions
./data/macroset/en/clips/missions/common_voice_en_20955308.opus,missions
./data/macroset/en/clips/dot/common_voice_en_19975782.opus,dot
./data/macroset/en/clips/dot/common_voice_en_19106514.opus,dot
./data/macroset/en/clips/dot/common_voice_en_23130.opus,dot
./data/macroset/en/clips/dot/common_voice_en_485307.opus,dot
./data/macroset/en/clips/dot/common_voice_en_21843177.opus,dot
./data/macroset/en/clips/haven/common_voice_en_22214836.opus,haven
./data/macroset/en/clips/haven/common_voice_en_21411267.opus,haven
./data/macroset/en/clips/haven/common_voice_en_22317237.opus,haven
./data/macroset/en/clips/haven/common_voice_en_18841443.opus,haven
./data/macroset/en/clips/haven/common_voice_en_21101622.opus,haven
./data/macroset/en/clips/paraguay/common_voice_en_18772892.opus,paraguay
./data/macroset/en/clips/paraguay/common_voice_en_17811897.opus,paraguay
./data/macroset/en/clips/paraguay/common_voice_en_19650558.opus,paraguay
./data/macroset/en/clips/paraguay/common_voice_en_17387528.opus,paraguay
./data/macroset/en/clips/paraguay/common_voice_en_18089253.opus,paraguay
./data/macroset/en/clips/streamer/common_voice_en_160333.opus,streamer
./data/macroset/en/clips/streamer/common_voice_en_494574.opus,streamer
./data/macroset/en/clips/streamer/common_voice_en_200062.opus,streamer
./data/macroset/en/clips/streamer/common_voice_en_567130.opus,streamer
./data/macroset/en/clips/streamer/common_voice_en_553581.opus,streamer
./data/macroset/en/clips/ties/common_voice_en_18733570.opus,ties
./data/macroset/en/clips/ties/common_voice_en_18995439.opus,ties
./data/macroset/en/clips/ties/common_voice_en_514132.opus,ties
./data/macroset/en/clips/ties/common_voice_en_652278.opus,ties
./data/macroset/en/clips/ties/common_voice_en_200756.opus,ties
./data/macroset/en/clips/rewrite/common_voice_en_510703.opus,rewrite
./data/macroset/en/clips/rewrite/common_voice_en_18427411.opus,rewrite
./data/macroset/en/clips/rewrite/common_voice_en_116151.opus,rewrite
