link,word
./data/macroset/en/clips/bottle/common_voice_en_21724427.opus,bottle
./data/macroset/en/clips/bottle/common_voice_en_18994746.opus,bottle
./data/macroset/en/clips/bottle/common_voice_en_24473.opus,bottle
./data/macroset/en/clips/bottle/common_voice_en_699147.opus,bottle
./data/macroset/en/clips/bottle/common_voice_en_32386.opus,bottle
./data/macroset/en/clips/bounced/common_voice_en_481412.opus,bounced
./data/macroset/en/clips/bounced/common_voice_en_32285.opus,bounced
./data/macroset/en/clips/bounced/common_voice_en_506929.opus,bounced
./data/macroset/en/clips/bounced/common_voice_en_639687.opus,bounced
./data/macroset/en/clips/bounced/common_voice_en_20621722.opus,bounced
./data/macroset/en/clips/command/common_voice_en_22361403.opus,command
./data/macroset/en/clips/command/common_voice_en_629765.opus,command
./data/macroset/en/clips/command/common_voice_en_22317032.opus,command
./data/macroset/en/clips/command/common_voice_en_546678.opus,command
./data/macroset/en/clips/command/common_voice_en_18158777.opus,command
./data/macroset/en/clips/glasses/common_voice_en_17831875.opus,glasses
./data/macroset/en/clips/glasses/common_voice_en_18405555.opus,glasses
./data/macroset/en/clips/glasses/common_voice_en_54638.opus,glasses
./data/macroset/en/clips/glasses/common_voice_en_578782.opus,glasses
./data/macroset/en/clips/glasses/common_voice_en_582065.opus,glasses
./data/macroset/en/clips/engage/common_voice_en_20249994.opus,engage
./data/macroset/en/clips/engage/common_voice_en_19844029.opus,engage
./data/macroset/en/clips/engage/common_voice_en_20325473.opus,engage
./data/macroset/en/clips/engage/common_voice_en_20958147.opus,engage
./data/macroset/en/clips/engage/common_voice_en_20871532.opus,engage
./data/macroset/en/clips/trigonometric/common_voice_en_17441638.opus,trigonometric
./data/macroset/en/clips/trigonometric/common_voice_en_18152517.opus,trigonometric
./data/macroset/en/clips/trigonometric/common_voice_en_17673813.opus,trigonometric
./data/macroset/en/clips/trigonometric/common_voice_en_17264286.opus,trigonometric
./data/macroset/en/clips/trigonometric/common_voice_en_19672720.opus,trigonometric
