link,word
./data/macroset/en/clips/made/common_voice_en_18277369.opus,made
./data/macroset/en/clips/made/common_voice_en_21926150.opus,made
./data/macroset/en/clips/made/common_voice_en_317166.opus,made
./data/macroset/en/clips/made/common_voice_en_19778.opus,made
./data/macroset/en/clips/made/common_voice_en_19070168.opus,made
./data/macroset/en/clips/antonio/common_voice_en_21370811.opus,antonio
./data/macroset/en/clips/antonio/common_voice_en_21593655.opus,antonio
./data/macroset/en/clips/antonio/common_voice_en_20730871.opus,antonio
./data/macroset/en/clips/antonio/common_voice_en_22288419.opus,antonio
./data/macroset/en/clips/antonio/common_voice_en_19674288.opus,antonio
./data/macroset/en/clips/observe/common_voice_en_18687.opus,observe
./data/macroset/en/clips/observe/common_voice_en_18496091.opus,observe
./data/macroset/en/clips/observe/common_voice_en_692784.opus,observe
./data/macroset/en/clips/observe/common_voice_en_509955.opus,observe
./data/macroset/en/clips/observe/common_voice_en_57249.opus,observe
./data/macroset/en/clips/conquer/common_voice_en_432878.opus,conquer
./data/macroset/en/clips/conquer/common_voice_en_507502.opus,conquer
./data/macroset/en/clips/conquer/common_voice_en_20155.opus,conquer
./data/macroset/en/clips/conquer/common_voice_en_675222.opus,conquer
./data/macroset/en/clips/conquer/common_voice_en_19898191.opus,conquer
./data/macroset/en/clips/miracles/common_voice_en_26075.opus,miracles
./data/macroset/en/clips/miracles/common_voice_en_587550.opus,miracles
./data/macroset/en/clips/miracles/common_voice_en_513626.opus,miracles
./data/macroset/en/clips/miracles/common_voice_en_48716.opus,miracles
./data/macroset/en/clips/miracles/common_voice_en_478956.opus,miracles
./data/macroset/en/clips/liam/common_voice_en_481263.opus,liam
./data/macroset/en/clips/liam/common_voice_en_19572322.opus,liam
./data/macroset/en/clips/liam/common_voice_en_21799740.opus,liam
./data/macroset/en/clips/liam/common_voice_en_18762383.opus,liam
./data/macroset/en/clips/liam/common_voice_en_317786.opus,liam
./data/macroset/en/clips/collapse/common_voice_en_20926393.opus,collapse
./data/macroset/en/clips/collapse/common_voice_en_512276.opus,collapse
./data/macroset/en/clips/collapse/common_voice_en_22168074.opus,collapse
./data/macroset/en/clips/collapse/common_voice_en_534506.opus,collapse
./data/macroset/en/clips/collapse/common_voice_en_18987056.opus,collapse
./data/macroset/en/clips/far/common_voice_en_17291727.opus,far
./data/macroset/en/clips/far/common_voice_en_19837727.opus,far
./data/macroset/en/clips/far/common_voice_en_89479.opus,far
./data/macroset/en/clips/far/common_voice_en_83634.opus,far
./data/macroset/en/clips/far/common_voice_en_479081.opus,far
./data/macroset/en/clips/identify/common_voice_en_18460566.opus,identify
./data/macroset/en/clips/identify/common_voice_en_19557709.opus,identify
./data/macroset/en/clips/identify/common_voice_en_22061447.opus,identify
./data/macroset/en/clips/identify/common_voice_en_18739963.opus,identify
./data/macroset/en/clips/identify/common_voice_en_648724.opus,identify
./data/macroset/en/clips/silk/common_voice_en_1530230.opus,silk
./data/macroset/en/clips/silk/common_voice_en_529174.opus,silk
./data/macroset/en/clips/silk/common_voice_en_610148.opus,silk
./data/macroset/en/clips/silk/common_voice_en_32419.opus,silk
./data/macroset/en/clips/silk/common_voice_en_583685.opus,silk
./data/macroset/en/clips/stadium/common_voice_en_19819240.opus,stadium
./data/macroset/en/clips/stadium/common_voice_en_22326021.opus,stadium
./data/macroset/en/clips/stadium/common_voice_en_20913415.opus,stadium
./data/macroset/en/clips/stadium/common_voice_en_20670717.opus,stadium
