link,word
./data/macroset/en/clips/chewy/common_voice_en_343906.opus,chewy
./data/macroset/en/clips/chewy/common_voice_en_181677.opus,chewy
./data/macroset/en/clips/chewy/common_voice_en_178976.opus,chewy
./data/macroset/en/clips/chewy/common_voice_en_164563.opus,chewy
./data/macroset/en/clips/chewy/common_voice_en_8370.opus,chewy
./data/macroset/en/clips/isle/common_voice_en_19253807.opus,isle
./data/macroset/en/clips/isle/common_voice_en_19815923.opus,isle
./data/macroset/en/clips/isle/common_voice_en_20294582.opus,isle
./data/macroset/en/clips/isle/common_voice_en_22377211.opus,isle
./data/macroset/en/clips/isle/common_voice_en_20978413.opus,isle
./data/macroset/en/clips/boxer/common_voice_en_19200949.opus,boxer
./data/macroset/en/clips/boxer/common_voice_en_21954874.opus,boxer
./data/macroset/en/clips/boxer/common_voice_en_19750530.opus,boxer
./data/macroset/en/clips/boxer/common_voice_en_22185667.opus,boxer
./data/macroset/en/clips/boxer/common_voice_en_21400128.opus,boxer
./data/macroset/en/clips/rage/common_voice_en_9012.opus,rage
./data/macroset/en/clips/rage/common_voice_en_19990646.opus,rage
./data/macroset/en/clips/rage/common_voice_en_18313242.opus,rage
./data/macroset/en/clips/rage/common_voice_en_551488.opus,rage
./data/macroset/en/clips/rage/common_voice_en_41056.opus,rage
./data/macroset/en/clips/wore/common_voice_en_75185.opus,wore
./data/macroset/en/clips/wore/common_voice_en_18757794.opus,wore
./data/macroset/en/clips/wore/common_voice_en_679195.opus,wore
./data/macroset/en/clips/wore/common_voice_en_18163590.opus,wore
./data/macroset/en/clips/wore/common_voice_en_641610.opus,wore
./data/macroset/en/clips/remembered/common_voice_en_634465.opus,remembered
./data/macroset/en/clips/remembered/common_voice_en_498820.opus,remembered
./data/macroset/en/clips/remembered/common_voice_en_19694810.opus,remembered
./data/macroset/en/clips/remembered/common_voice_en_18800247.opus,remembered
./data/macroset/en/clips/remembered/common_voice_en_541483.opus,remembered
./data/macroset/en/clips/passed/common_voice_en_553466.opus,passed
./data/macroset/en/clips/passed/common_voice_en_20976710.opus,passed
./data/macroset/en/clips/passed/common_voice_en_508748.opus,passed
./data/macroset/en/clips/passed/common_voice_en_630122.opus,passed
./data/macroset/en/clips/passed/common_voice_en_541213.opus,passed
./data/macroset/en/clips/town/common_voice_en_19241038.opus,town
./data/macroset/en/clips/town/common_voice_en_19326512.opus,town
./data/macroset/en/clips/town/common_voice_en_514450.opus,town
./data/macroset/en/clips/town/common_voice_en_19415262.opus,town
./data/macroset/en/clips/town/common_voice_en_558489.opus,town
./data/macroset/en/clips/rims/common_voice_en_40423.opus,rims
./data/macroset/en/clips/rims/common_voice_en_20498924.opus,rims
./data/macroset/en/clips/rims/common_voice_en_18709607.opus,rims
./data/macroset/en/clips/rims/common_voice_en_480342.opus,rims
./data/macroset/en/clips/rims/common_voice_en_21688331.opus,rims
./data/macroset/en/clips/meeting/common_voice_en_62044.opus,meeting
./data/macroset/en/clips/meeting/common_voice_en_608413.opus,meeting
./data/macroset/en/clips/meeting/common_voice_en_18098307.opus,meeting
./data/macroset/en/clips/meeting/common_voice_en_19519246.opus,meeting
./data/macroset/en/clips/meeting/common_voice_en_21847595.opus,meeting
./data/macroset/en/clips/auditorium/common_voice_en_21368527.opus,auditorium
./data/macroset/en/clips/auditorium/common_voice_en_19486825.opus,auditorium
./data/macroset/en/clips/auditorium/common_voice_en_20203700.opus,auditorium
./data/macroset/en/clips/auditorium/common_voice_en_18864705.opus,auditorium
./data/macroset/en/clips/auditorium/common_voice_en_20162277.opus,auditorium
./data/macroset/en/clips/solve/common_voice_en_21692982.opus,solve
./data/macroset/en/clips/solve/common_voice_en_50591.opus,solve
./data/macroset/en/clips/solve/common_voice_en_18740446.opus,solve
